Welcome to the profile statistics browser.
cProfiled.rmm.pool% cProfiled.rmm.pool% Wed May 11 16:21:45 2022    cProfiled.rmm.pool

         11575143 function calls (11544055 primitive calls) in 75.363 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pkg_resources/_vendor/packaging/utils.py:15(InvalidWheelFilename)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/unittest/case.py:33(_ShouldStop)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/tsa/x13.py:40(_freq_to_period)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/sandbox/stats/runs.py:317(RunsProb)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/tools/decorators.py:112(_cache_readonly)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/unittest/mock.py:389(Base)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/datamodel/models.py:291(EnumModel)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/llvmlite/ir/values.py:417(Value)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2504(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/joblib/parallel.py:334(BatchCompletionCallBack)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/urllib/request.py:1048(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/multiprocessing/process.py:391(_MainProcess)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/testing/main.py:88(TestLister)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/untyped_passes.py:624(__init__)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/callconv.py:589(ErrorModel)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/extending.py:557(BoundLiteralArgs)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/errors.py:236(reset_terminal)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/llvmlite/ir/instructions.py:392(CastInstr)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/gzip.py:116(BadGzipFile)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/unittest/case.py:156(_BaseTestCaseContext)
        1    0.000    0.000    0.000    0.000 <decorator-gen-8>:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numpy/core/_internal.py:244(c_void_p)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/urllib/parse.py:334(ParseResult)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/gam/smooth_basis.py:832(BSplines)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/tools/sm_exceptions.py:42(X13Error)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/cuda/cudadrv/driver.py:2063(PinnedMemory)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/datamodel/models.py:1042(CContiguousFlatIter)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/errors.py:81(NumbaInvalidConfigWarning)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/email/errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/joblib/hashing.py:22(_ConsistentSet)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/cuda/stubs.py:455(and_)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/typed_passes.py:337(DumpParforDiagnostics)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/typing/npydecl.py:779(NdAtLeast3d)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/typing/builtins.py:22(Print)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pkg_resources/_vendor/packaging/markers.py:204(Undefined)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/email/errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/typing_extensions.py:1362(_TypeGuardForm)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/calendar.py:546(different_locale)
        2    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pytz/lazy.py:91(LazyList)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/interpolate/_fitpack2.py:1381(SphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/optimize/_nonlin.py:556(GenericBroyden)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/argparse.py:1033(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/llvmlite/utils.py:8(get_library_name)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/gam/gam_cross_validation/gam_cross_validation.py:129(BasePenaltiesPathCV)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/threading.py:469(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/unittest/mock.py:383(_MockIter)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/ir.py:899(EnterWith)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/ctypes/__init__.py:254(c_wchar_p)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/webbrowser.py:327(Opera)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/unittest/mock.py:1037(_AnyComparer)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/types/scalars.py:12(Boolean)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/llvmlite/ir/types.py:333(DoubleType)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2364(Token)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/typing_extensions.py:1062(_TypeAliasForm)
        1    0.000    0.000    0.000    0.000 <decorator-gen-6>:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/fsspec/core.py:636(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/types/misc.py:261(NoneType)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2398(Literal)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/queue.py:23(Full)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/unittest/suite.py:375(_DebugResult)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numpy/linalg/linalg.py:210(_is_empty_2d)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/joblib/_deprecated_my_exceptions.py:39(TransportableException)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/base/_penalties.py:569(PSD)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/duration/survfunc.py:160(CumIncidenceRight)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/base/model.py:2619(GenericLikelihoodModelResults)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/google/protobuf/descriptor.py:64(DescriptorMetaclass)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/llvmlite/ir/_utils.py:36(_StrCaching)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/compat/pickle_compat.py:96(_LoadSparseFrame)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numpy/core/numerictypes.py:426(_typedict)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/stats/mediation.py:344(MediationResults)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/asyncio/unix_events.py:777(_UnixSubprocessTransport)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/typed_passes.py:245(PreParforPass)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/untyped_passes.py:1617(LiteralUnroll)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/utils.py:485(BenchmarkResult)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pkg_resources/_vendor/packaging/requirements.py:27(InvalidRequirement)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/core/indexes/multi.py:147(MultiIndexPyIntEngine)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/stats/oaxaca.py:463(OaxacaResults)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/gam/smooth_basis.py:947(CubicSplines)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/logging/__init__.py:1218(PlaceHolder)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/typing/templates.py:904(_TemplateTargetHelperMixin)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/types/scalars.py:77(IntegerLiteral)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/errors.py:771(NumbaAttributeError)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/colorama/ansi.py:25(AnsiCodes)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/llvmlite/ir/types.py:351(_Repeat)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/yaml/error.py:48(MarkedYAMLError)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/io/pytables.py:3236(FrameFixed)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/interpolate/_fitpack2.py:1465(SmoothSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/optimize/_shgo_lib/triangulation.py:521(Simplex)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/optimize/_trustregion_constr/report.py:47(IPReport)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/h5py/_hl/__init__.py:10(<module>)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numpy/ma/extras.py:1497(mr_class)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numpy/lib/polynomial.py:28(RankWarning)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/multiprocessing/util.py:385(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/psutil/_common.py:322(ZombieProcess)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/untyped_passes.py:225(__init__)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/untyped_passes.py:1667(SimplifyCFG)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/typing/builtins.py:1146(IndexValueModel)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/llvmlite/binding/value.py:384(_InstructionsIterator)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pkg_resources/_vendor/packaging/markers.py:74(Value)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/dateutil/tz/tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/interpolate/_fitpack2.py:687(LSQUnivariateSpline)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/argparse.py:903(_StoreAction)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/argparse.py:978(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pkg_resources/__init__.py:105(PEP440Warning)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/_distributor_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupy/cusparse.py:1248(DnVecDescriptor)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/cuda/cudadrv/driver.py:2142(OwnedPointer)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/typing/builtins.py:1091(DeferredAttribute)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/types/misc.py:175(EphemeralPointer)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:4299(Dict)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/io/stata.py:881(StataParser)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/argparse.py:1287(Namespace)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/tsa/x13.py:701(X13ArimaAnalysisResult)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/joblib/externals/loky/_base.py:621(Future)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/cuda/args.py:31(In)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/cuda/stubs.py:206(GridGroup)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/typing/npydecl.py:671(NdFromBuffer)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/typing/builtins.py:388(UnaryPositive)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pkg_resources/__init__.py:1914(PathMetadata)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/joblib/compressor.py:566(GzipCompressorWrapper)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/urllib/request.py:789(ProxyHandler)
        2    0.000    0.000    0.000    0.000 {built-in method cupy_backends.cuda.api.driver.get_build_version}
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/io/formats/format.py:1731(Datetime64TZFormatter)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/errors/__init__.py:175(MergeError)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/optimize/_shgo.py:1511(LMap)
        2    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/llvmlite/binding/common.py:27(_is_shutting_down)
        1    0.000    0.000    0.000    0.000 <decorator-gen-5>:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/scipy/stats/_stats_py.py:3880(PearsonRConstantInputWarning)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/joblib/numpy_pickle_compat.py:124(ZNDArrayWrapper)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/logging/__init__.py:729(Filter)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cudf/core/groupby/groupby.py:1594(Grouper)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cudf/utils/utils.py:232(NotIterable)
        2    0.000    0.000    0.000    0.000 {built-in method cupy_backends.cuda.libs.curand.setGeneratorOffset}
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/cuda/cudadrv/runtime.py:38(__init__)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/parfors/array_analysis.py:1038(WrapIndexMeta)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/llvmlite/ir/instructions.py:176(Terminator)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/email/parser.py:71(HeaderParser)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/core/computation/engines.py:107(NumExprEngine)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/core/indexing.py:2289(_iAtIndexer)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/errors/__init__.py:34(PerformanceWarning)
        2    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/calendar.py:53(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/argparse.py:666(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/tools/sm_exceptions.py:218(HessianInversionWarning)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/statsmodels/formula/formulatools.py:12(NAAction)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        2    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/google/protobuf/descriptor_pool.py:1294(Default)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/typing/npydecl.py:927(MatMulTyperMixin)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/llvmlite/binding/value.py:344(_AttributeListIterator)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/pandas/io/formats/format.py:1521(IntArrayFormatter)
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/multiprocessing/context.py:301(ForkServerContext)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/callwrapper.py:75(_GilManager)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/typing/npydecl.py:513(NpArray)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/typing/npydecl.py:690(NdSort)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/typing/templates.py:475(ConcreteTemplate)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/llvmlite/binding/value.py:362(_BlocksIterator)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/pathlib.py:1053(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/joblib/compressor.py:192(__init__)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cudf/core/udf/typing.py:334(UnpackReturnToMasked)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupyx/jit/_cuda_types.py:105(Tuple)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/cupyx/jit/_internal_types.py:7(Expr)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/unittest/mock.py:2031(MagicMixin)
        1    0.000    0.000    0.000    0.000 /home/uvxj3hd/.local/opt/conda/envs/rapids-22.04/lib/python3.9/site-packages/numba/core/datamodel/models.py:353(IntegerModel)
